law360_firm_id,law360_firm_name,dupe_LM,combine_LM,qualify_LM,lm_firm_id,lm_firm_name,yoda_id,yoda_guid,yoda_url,Law Firm,Total Cases,As Plaintiff,As Defendant,Districts,States / Territories Count,States / Territories Names,Judges,Antitrust,Bankruptcy,Civil Rights,Consumer Protection,Contracts,Copyright,Employment,Environmental,ERISA,False Claims,Insurance,Patent,Product Liability,Securities,Surety Bond,Tax,Torts,Trademark,Trade Secret,D.Me.,D.Mass.,D.N.H.,D.R.I.,D.P.R.,D.Conn.,E.D.N.Y.,N.D.N.Y.,S.D.N.Y.,W.D.N.Y.,D.Vt.,D.Del.,D.N.J.,E.D.Pa.,M.D.Pa.,W.D.Pa.,D.V.I.,D.Md.,E.D.N.C.,M.D.N.C.,W.D.N.C.,D.S.C.,E.D.Va.,W.D.Va.,N.D.W.Va.,S.D.W.Va.,E.D.La.,M.D.La.,W.D.La.,N.D.Miss.,S.D.Miss.,E.D.Tex.,N.D.Tex.,S.D.Tex.,W.D.Tex.,E.D.Ky.,W.D.Ky.,E.D.Mich.,W.D.Mich.,N.D.Ohio,S.D.Ohio,E.D.Tenn.,M.D.Tenn.,W.D.Tenn.,C.D.Ill.,N.D.Ill.,S.D.Ill.,N.D.Ind.,S.D.Ind.,E.D.Wis.,W.D.Wis.,E.D.Ark.,W.D.Ark.,N.D.Iowa,S.D.Iowa,D.Minn.,E.D.Mo.,W.D.Mo.,D.Neb.,D.N.D.,D.S.D.,D.Alaska,D.Ariz.,C.D.Cal.,E.D.Cal.,N.D.Cal.,S.D.Cal.,D.Guam,D.Haw.,D.Idaho,D.Mont.,D.Nev.,D.N.Mar.I.,D.Or.,E.D.Wash.,W.D.Wash.,D.Colo.,D.Kan.,D.N.M.,E.D.Okla.,N.D.Okla.,W.D.Okla.,D.Utah,D.Wyo.,M.D.Ala.,N.D.Ala.,S.D.Ala.,M.D.Fla.,N.D.Fla.,S.D.Fla.,M.D.Ga.,N.D.Ga.,S.D.Ga.,D.D.C.
BAR4629,Barclay Damon,,,,,,,,,Barclay Damon,321,66,236,26,22,"Alabama, Arkansas, California, Colorado, Connecticut, Delaware, District of Columbia, Idaho, Illinois, Maryland, Massachusetts, Nevada, New Hampshire, New Jersey, New York, North Carolina, Ohio, Pennsylvania, Texas, Utah, Virginia, West Virginia",111,3,2,51,29,33,6,50,1,10,0,15,25,16,1,2,0,29,12,4,0,12,2,0,0,22,32,89,34,94,0,11,3,0,0,2,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3
BAR6817,Barley Snyder,,,,,,,,,Barley Snyder,158,50,99,15,11,"California, Florida, Maine, Maryland, Missouri, Nebraska, New Jersey, North Carolina, Pennsylvania, Tennessee, Virginia",49,0,0,8,1,19,2,66,1,1,0,5,7,2,0,0,0,9,5,5,1,0,0,0,0,0,0,0,0,0,0,0,4,60,77,3,0,3,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
BAR7190,Barnes & Thornburg,,,,19855083,Barnes & Thornburg,294912,urn:entity:lfm-294912,https://yoda.lexisai.aws.lexis.com/lawfirms/294912,Barnes & Thornburg,"1,155",255,853,78,46,"Alabama, Alaska, Arizona, Arkansas, California, Colorado, Connecticut, Delaware, District of Columbia, Florida, Georgia, Idaho, Illinois, Indiana, Iowa, Kansas, Kentucky, Louisiana, Maine, Maryland, Massachusetts, Michigan, Minnesota, Mississippi, Missouri, Montana, Nebraska, Nevada, New Hampshire, New Jersey, New Mexico, New York, North Carolina, North Dakota, Ohio, Oklahoma, Oregon, Pennsylvania, Rhode Island, South Carolina, Tennessee, Texas, Utah, Virginia, Washington, Wisconsin",446,6,14,22,173,189,17,174,10,20,5,57,99,147,9,4,2,29,77,44,1,11,1,2,0,3,12,5,24,3,0,47,22,12,2,5,0,6,3,2,6,4,9,3,0,0,3,1,1,1,0,13,24,15,17,3,9,32,22,25,42,1,5,9,6,85,6,112,196,4,1,0,2,1,3,36,3,2,2,1,0,1,9,86,8,17,11,0,0,3,1,4,0,9,0,3,6,6,3,0,1,2,6,0,0,5,0,22,2,16,1,53,3,11
BAR2845,"Baron & Budd, P.C.",,,,,,,,,Baron & Budd,110,104,1,37,23,"Arizona, California, Colorado, District of Columbia, Florida, Georgia, Illinois, Louisiana, Maryland, Massachusetts, Missouri, Montana, New Jersey, New York, North Carolina, Ohio, Pennsylvania, Rhode Island, Tennessee, Texas, Vermont, Washington, Wisconsin",99,1,0,0,4,2,0,2,0,0,2,9,0,58,1,0,0,3,0,0,0,1,0,1,0,0,0,1,2,0,1,0,1,8,1,3,0,2,2,0,1,0,0,0,0,0,12,3,4,0,0,2,5,1,3,0,0,0,0,1,3,2,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,10,4,19,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,3,0,3,0,1,0,1
BAS4068,Bass Berry,,,,123568,"Bass, Berry & Sims",1113604,urn:entity:lfm-1113604,https://yoda.lexisai.aws.lexis.com/lawfirms/1113604,"Bass, Berry & Sims",148,36,109,36,25,"Alabama, California, Colorado, District of Columbia, Florida, Georgia, Idaho, Illinois, Indiana, Kansas, Kentucky, Louisiana, Maryland, Massachusetts, Michigan, Missouri, New York, Ohio, Oklahoma, Pennsylvania, South Carolina, Tennessee, Texas, Utah, Virginia",90,1,3,2,7,34,4,32,2,2,5,0,1,3,11,0,2,4,11,6,0,2,0,0,0,0,3,0,4,0,0,0,0,0,0,1,0,2,0,0,0,1,4,2,0,0,0,0,1,0,0,0,2,1,0,2,2,2,1,1,2,17,55,14,0,2,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,3,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,3,1,0,0,1,0,2,2,5
BEC7366,Becker & Poliakoff,,,,,,,,,Becker & Poliakoff,104,53,49,18,14,"Alabama, California, Colorado, Delaware, Florida, Illinois, Maryland, Michigan, Nevada, New Jersey, New York, Oklahoma, Texas, Virginia",59,1,2,5,1,27,1,16,0,1,0,4,3,0,0,1,2,2,11,7,0,0,0,0,0,0,2,0,6,0,0,1,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,22,1,57,0,0,0,0
,Becker Law Offices (beckerlawpllc.com),,,,,,,,,Becker Law Offices (beckerlawpllc.com),2,2,0,1,1,North Carolina,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BEL2416,Bell Nunnally & Martin,,,,,,,,,Bell Nunnally & Martin,92,37,46,21,15,"Alabama, Arizona, California, Illinois, Iowa, Kansas, Louisiana, Michigan, New Mexico, New York, Ohio, Pennsylvania, Tennessee, Texas, Utah",64,0,9,3,0,24,1,21,1,2,0,2,3,1,2,0,0,0,4,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,13,34,12,10,0,0,1,0,2,1,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0
BEN8652,Benesch,,,,8115230,Benesch,1152168,urn:entity:lfm-1152168,https://yoda.lexisai.aws.lexis.com/lawfirms/1152168,Benesch,465,124,328,69,40,"Alabama, Arizona, Arkansas, California, Colorado, Connecticut, Delaware, District of Columbia, Florida, Georgia, Idaho, Illinois, Indiana, Iowa, Kansas, Kentucky, Louisiana, Maryland, Massachusetts, Michigan, Minnesota, Missouri, Nebraska, Nevada, New Jersey, New York, North Carolina, Ohio, Oklahoma, Oregon, Pennsylvania, South Carolina, South Dakota, Tennessee, Texas, Utah, Virginia, Washington, West Virginia, Wisconsin",293,2,9,9,81,137,10,52,2,7,2,7,33,26,2,3,0,14,16,25,0,4,0,0,0,2,13,2,23,3,0,23,12,8,3,7,0,2,1,1,1,4,3,1,3,1,1,0,0,0,0,8,10,3,11,3,2,15,1,92,34,2,3,2,2,41,1,2,6,3,3,0,1,0,1,3,1,2,1,0,1,0,1,17,6,13,3,0,0,1,0,9,0,2,0,1,3,1,0,0,1,1,1,0,0,1,1,10,2,10,0,4,0,5
BER5120,Bernstein Shur,,,,,,,,,Bernstein Shur Sawyer & Nelson,89,35,46,11,11,"California, Delaware, Florida, Illinois, Maine, Massachusetts, New Hampshire, New York, Oregon, Rhode Island, Vermont",30,0,4,1,0,28,2,19,1,1,0,2,3,4,1,1,1,3,7,6,53,4,16,3,0,0,1,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
BER3807,Berry Appleman & Leiden,,,,,,,,,Berry Appleman & Leiden,6,5,1,3,3,"Alabama, District of Columbia, New Jersey",6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4
BES8682,Best Best & Krieger,,,,58254,Best Best & Krieger,151937,urn:entity:lfm-151937,https://yoda.lexisai.aws.lexis.com/lawfirms/151937,Best Best & Krieger,115,13,96,10,7,"Arizona, California, Louisiana, Maryland, Oregon, Washington, Wyoming",69,1,1,28,0,6,1,3,7,0,0,4,0,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,69,13,11,11,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
BEV9296,Beveridge & Diamond,,,,36666,Beveridge & Diamond,204642,urn:entity:lfm-204642,https://yoda.lexisai.aws.lexis.com/lawfirms/204642,Beveridge & Diamond,64,11,44,30,23,"Arizona, Arkansas, California, Colorado, Connecticut, District of Columbia, Florida, Louisiana, Maryland, Massachusetts, Michigan, New Hampshire, New Jersey, New York, Oklahoma, Oregon, Pennsylvania, South Carolina, Tennessee, Texas, Virginia, Washington, West Virginia",66,0,0,1,0,7,0,1,16,0,0,1,0,5,0,0,0,9,2,0,0,2,1,0,0,1,3,1,3,1,0,0,7,2,0,0,0,1,0,0,0,3,2,0,0,1,0,1,3,0,0,0,1,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5,1,3,0,0,0,0,0,0,0,1,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,9
BIL9589,Bilzin Sumberg Baena Price & Axelrod LLP,,,,53853,Bilzin Sumberg Baena Price & Axelrod,666073,urn:entity:lfm-666073,https://yoda.lexisai.aws.lexis.com/lawfirms/666073,Bilzin Sumberg Baena Price & Axelrod,39,18,15,9,7,"Arkansas, Florida, Illinois, Indiana, Minnesota, Pennsylvania, Texas",27,13,5,0,5,3,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,20,0,0,0,0
BIR6692,Bird & Bird (Steven Richard Bird),,,,,,,,,Bird & Bird (Steven Richard Bird),1,0,1,1,1,Texas,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BLA6224,Blank Rome,,,,21177272,Blank Rome,286744,urn:entity:lfm-286744,https://yoda.lexisai.aws.lexis.com/lawfirms/286744,Blank Rome,"1,035",204,774,62,38,"Alabama, Arizona, Arkansas, California, Colorado, Connecticut, Delaware, District of Columbia, Florida, Georgia, Illinois, Indiana, Kentucky, Louisiana, Maryland, Massachusetts, Michigan, Minnesota, Mississippi, Missouri, Nevada, New Jersey, New Mexico, New York, North Carolina, North Dakota, Ohio, Oregon, Pennsylvania, Rhode Island, Tennessee, Texas, Utah, Virginia, Virgin Islands, Washington, West Virginia, Wisconsin",421,7,26,88,283,182,16,58,3,8,2,41,53,21,6,0,2,34,41,29,0,13,0,2,1,8,59,3,126,9,0,39,94,117,9,96,2,13,0,2,4,0,13,1,1,1,2,0,0,0,3,11,7,45,25,4,4,15,5,10,12,3,1,1,4,32,0,2,0,5,2,1,0,0,0,2,1,0,0,1,0,0,2,90,12,27,9,0,0,0,0,3,0,1,0,6,1,0,2,0,0,0,3,0,0,1,1,25,0,28,0,4,0,9
BOD8933,Bodman,,,,,,,,,Bodman,178,55,109,20,18,"Alabama, California, District of Columbia, Florida, Georgia, Illinois, Indiana, Iowa, Maine, Michigan, Minnesota, Nevada, New York, North Dakota, Ohio, Pennsylvania, South Carolina, Texas",59,2,3,3,13,38,3,28,1,20,1,8,2,3,0,0,0,5,6,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,129,18,5,0,0,0,0,0,5,0,2,0,0,0,0,0,0,1,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,0,1
BOI8535,Boies Schiller Flexner LLP,,,,,,,,,Boies Schiller Flexner LLP,210,107,75,37,27,"California, Colorado, Connecticut, Delaware, District of Columbia, Florida, Georgia, Illinois, Indiana, Louisiana, Maryland, Massachusetts, Michigan, Minnesota, Nebraska, Nevada, New Jersey, New York, North Carolina, Ohio, Pennsylvania, South Carolina, Texas, Utah, Virginia, Washington, Wyoming",164,24,10,4,17,38,4,3,1,0,0,17,6,4,15,0,0,14,6,7,0,6,0,0,0,2,8,12,42,1,0,6,2,4,0,1,0,3,0,0,2,1,2,0,0,0,1,0,0,0,0,1,0,0,1,0,0,3,0,1,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,17,4,29,3,0,0,0,0,1,0,0,0,3,4,0,0,0,0,0,1,1,0,0,0,3,1,22,0,3,0,9
BON2894,Bond Schoeneck,,,,714908,"Bond, Schoeneck & King",325164,urn:entity:lfm-325164,https://yoda.lexisai.aws.lexis.com/lawfirms/325164,"Bond, Schoeneck & King",446,69,365,29,20,"Alabama, Arkansas, California, District of Columbia, Florida, Georgia, Illinois, Maryland, Massachusetts, Minnesota, Missouri, New Jersey, New York, North Carolina, Pennsylvania, Rhode Island, South Carolina, Texas, Virginia, Washington",115,1,3,36,5,63,5,203,1,11,2,15,36,4,0,0,0,7,16,9,0,1,0,1,0,0,68,101,124,106,0,0,6,1,0,1,0,3,0,0,1,1,1,0,0,0,0,0,0,0,0,1,2,1,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,7,0,3,0,0,2,1
BOS3981,Bose McKinney & Evans,,,,,,,,,Bose McKinney & Evans,133,25,107,23,14,"Alabama, Delaware, Florida, Georgia, Illinois, Indiana, Kentucky, Minnesota, New York, Ohio, Pennsylvania, Rhode Island, Texas, Washington",49,1,0,8,4,16,0,40,2,6,1,4,4,3,0,0,1,15,3,2,0,0,0,1,0,0,1,0,1,0,0,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,1,2,0,0,1,1,0,0,0,2,4,0,17,86,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
BOU9208,Boutin Jones,,,,,,,,,Boutin Jones,24,8,12,4,2,"California, Ohio",17,2,3,2,1,8,0,3,0,0,0,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOW5564,Bowles Rice McDavid Graff & Love,,,,,,,,,Bowles Rice McDavid Graff & Love,134,26,102,8,5,"Kentucky, Ohio, Pennsylvania, Virginia, West Virginia",28,0,8,2,21,19,0,15,3,1,0,17,0,5,2,1,1,18,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,7,0,0,0,0,0,0,2,2,70,49,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOW1528,Bowman and Brooke,,,,71302,Bowman & Brooke,41588,urn:entity:lfm-41588,https://yoda.lexisai.aws.lexis.com/lawfirms/41588,Bowman & Brooke,707,21,682,63,36,"Alabama, Arizona, Arkansas, California, Colorado, District of Columbia, Florida, Georgia, Illinois, Indiana, Iowa, Kentucky, Louisiana, Maryland, Michigan, Minnesota, Missouri, Montana, Nevada, New Jersey, New York, North Carolina, Ohio, Oklahoma, Oregon, Pennsylvania, South Carolina, South Dakota, Tennessee, Texas, Utah, Virginia, Virgin Islands, Washington, West Virginia, Wisconsin",295,5,0,5,21,17,0,2,2,2,0,5,3,510,0,1,0,59,4,1,0,0,0,0,1,0,16,1,5,0,0,0,6,104,2,2,2,1,3,1,3,17,5,1,0,1,4,2,1,0,0,15,13,12,11,1,2,16,3,3,2,4,0,2,0,7,3,4,5,2,1,1,0,1,0,26,4,3,0,0,1,0,38,187,9,19,21,0,0,0,3,12,0,1,0,1,5,0,0,0,0,1,2,0,1,0,1,23,7,51,0,4,0,1
BRA9882,Bracewell,,,,38020099,Bracewell,295827,urn:entity:lfm-295827,https://yoda.lexisai.aws.lexis.com/lawfirms/295827,Bracewell,149,39,99,29,20,"Arizona, California, District of Columbia, Florida, Georgia, Illinois, Kentucky, Louisiana, Maryland, Missouri, New Jersey, New Mexico, New York, North Dakota, Ohio, Oklahoma, Pennsylvania, Tennessee, Texas, Washington",89,1,6,8,1,17,6,29,10,0,0,1,34,1,3,1,0,2,5,5,0,0,0,0,0,0,1,0,19,0,0,0,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,4,0,0,8,10,28,39,0,1,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,7,1,8,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,1,0,1,0,2,0,2
BRA4425,Bradley Arant,,,,7280396,Bradley Arant Boult Cummings,21278,urn:entity:lfm-21278,https://yoda.lexisai.aws.lexis.com/lawfirms/21278,Bradley Arant Boult Cummings,"1,339",228,905,75,44,"Alabama, Arizona, Arkansas, California, Colorado, Connecticut, Delaware, District of Columbia, Florida, Georgia, Idaho, Illinois, Indiana, Iowa, Kansas, Kentucky, Louisiana, Maryland, Massachusetts, Michigan, Minnesota, Mississippi, Missouri, Montana, Nebraska, Nevada, New Jersey, New Mexico, New York, North Carolina, North Dakota, Ohio, Oklahoma, Oregon, Pennsylvania, Rhode Island, South Carolina, South Dakota, Tennessee, Texas, Utah, Virginia, Washington, West Virginia",402,5,12,29,200,225,6,264,3,60,8,81,42,74,10,31,0,43,37,37,0,7,0,1,0,1,4,1,8,0,0,9,1,4,1,1,0,29,24,17,35,27,18,7,8,10,8,4,8,22,54,21,50,58,33,5,14,2,0,4,0,29,72,25,0,7,0,0,1,0,0,10,4,0,1,9,3,3,1,1,1,0,5,16,3,5,4,0,0,1,1,1,0,1,1,3,3,1,10,2,4,7,1,0,47,164,42,234,16,43,2,41,5,13
BRE4030,Bremer Whyte Brown & O'Meara LLP,,,,,,,,,Bremer Whyte Brown & O'Meara LLP,140,12,124,8,5,"Arizona, California, Colorado, Louisiana, Nevada",60,1,0,17,3,4,1,2,0,2,0,47,0,2,0,1,0,58,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,32,2,6,11,0,0,0,0,67,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BRE7778,"Brennan, Manna & Diamond",,,,,,,,,"Brennan, Manna & Diamond",95,32,55,13,10,"Colorado, Florida, Illinois, Indiana, Kentucky, Michigan, New York, Ohio, Texas, Wyoming",43,0,1,8,9,31,0,18,0,2,2,1,1,2,6,0,0,1,3,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,55,16,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,10,0,2,0,0,0,0
BRE3693,Bressler Amery,,,,871412,"Bressler, Amery & Ross",384617,urn:entity:lfm-384617,https://yoda.lexisai.aws.lexis.com/lawfirms/384617,"Bressler, Amery & Ross",261,101,157,54,31,"Alabama, Arizona, California, Colorado, Connecticut, District of Columbia, Florida, Georgia, Illinois, Indiana, Kansas, Kentucky, Louisiana, Maryland, Massachusetts, Mississippi, Missouri, Nevada, New Jersey, New York, North Carolina, North Dakota, Ohio, Oklahoma, Oregon, Pennsylvania, South Carolina, Tennessee, Texas, Virginia, Washington",172,0,2,3,0,27,0,21,1,1,0,34,4,13,4,0,1,40,3,7,0,1,0,0,1,1,15,2,16,1,0,0,74,5,2,1,0,3,0,2,1,1,3,1,0,0,2,1,0,1,1,2,8,10,5,0,1,0,0,4,0,1,1,1,0,3,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,6,2,0,0,0,0,0,0,1,0,1,2,1,1,1,0,0,1,1,0,0,4,14,4,20,6,15,2,3,0,1
BRI1078,Bricker & Eckler,,,,,,,,,Bricker & Eckler,136,19,108,12,9,"California, Florida, Georgia, Illinois, Indiana, Kentucky, Ohio, Pennsylvania, Tennessee",43,0,3,1,14,29,0,17,1,7,0,10,1,1,0,0,0,23,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,44,80,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
BRO3291,Brooks Kushman,,,,32488,Brooks Kushman,585646,urn:entity:lfm-585646,https://yoda.lexisai.aws.lexis.com/lawfirms/585646,Brooks Kushman,81,43,36,20,13,"California, Delaware, Florida, Illinois, Indiana, Michigan, New York, North Dakota, Pennsylvania, South Carolina, Texas, Washington, Wisconsin",67,1,1,0,0,10,9,0,0,0,0,0,39,1,0,0,0,0,29,1,0,0,0,0,0,0,1,0,3,0,0,9,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,5,0,1,6,0,0,23,4,0,0,0,0,0,0,2,0,2,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,12,0,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
BRO3683,Brooks Pierce McLendon Humphrey & Leonard,,,,,,,,,Brooks Pierce McLendon Humphrey & Leonard,133,43,88,22,16,"Alabama, Colorado, Delaware, District of Columbia, Florida, Georgia, Nebraska, New Mexico, New York, North Carolina, Ohio, South Carolina, Tennessee, Texas, Utah, Virginia",48,2,0,4,2,39,1,13,1,5,3,12,7,1,2,3,2,7,14,6,0,0,0,0,0,0,1,0,4,0,0,1,0,0,0,0,0,0,41,50,13,1,1,2,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,1,0,0,0,1,0,2,1,1
BRO1848,Brouse McDowell,,,,314080,Brouse McDowell,1138856,urn:entity:lfm-1138856,https://yoda.lexisai.aws.lexis.com/lawfirms/1138856,Brouse McDowell,101,28,64,12,8,"Florida, Illinois, Indiana, Kentucky, New York, Ohio, Pennsylvania, Virginia",41,0,10,0,2,31,0,18,0,2,0,16,2,1,3,3,1,1,5,6,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,70,19,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
BRO9353,Brown & James,,,,,,,,,Brown & James,408,39,366,12,8,"Arkansas, California, Florida, Illinois, Kansas, Missouri, Virginia, Wisconsin",56,0,1,5,82,17,1,23,0,1,0,121,0,24,0,0,0,103,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,34,0,0,0,1,7,2,0,0,0,163,165,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
